Fighter,Result, Opponent, R, Time,Event,Month,Day,Year,Method,Finish,Referee
Glover Teixeir,win, Quinton Jackson,3, 5:00, UFC on Fox 6 - Johnson vs. Dodson,Jan ,26.0,2013.0, Decision ,Unanimous,Herb Dean
Glover Teixeir,win, Fabio Maldonado,2, 5:00, UFC 153 - Silva vs. Bonnar,Oct ,13.0,2012.0, TKO ,Doctor Stoppage,Mario Yamasaki
Glover Teixeir,win, Kyle Kingsbury,1, 1:53, UFC 146 - Dos Santos vs. Mir,May ,26.0,2012.0, Submission ,Arm-Triangle Choke,Steve Mazzagatti
Glover Teixeir,win, Ricco Rodriguez,1, 1:58, MMAAD - MMA Against Dengue,Nov ,27.0,2011.0, TKO ,Submission to Punches,
Glover Teixeir,win, Marvin Eastman,1, 4:00, Shooto Brazil 25 - Fight for BOPE,Aug ,25.0,2011.0, KO ,Punch,Cacau
Glover Teixeir,win, Antonio Mendes,1, 4:06, Shooto Brazil - Shooto Brazil 24,Aug ,5.0,2011.0, Submission ,Rear-Naked Choke,Marlon Sandro
Glover Teixeir,win, Marcio Cruz,2, 4:21, Fight Club 1 - Brazilian Stars,Jul ,20.0,2011.0, TKO ,Punches,Artur Mariano
Glover Teixeir,win, Simao Melo da Silva,1, 1:49, Shooto Brazil - Shooto Brazil 23,Jun ,4.0,2011.0, KO ,Punches,
Glover Teixeir,win, Daniel Tabera,3, 5:00, Bitetti Combat 8 - 100 Years of Corinthians,Dec ,4.0,2010.0, Decision ,Unanimous,
Glover Teixeir,win, Marko Peselj,1, 2:55, Impact FC 2 - The Uprising: Sydney,Jul ,18.0,2010.0, TKO ,Punches,John McCarthy
Glover Teixeir,win, Tiago Monaco Tosato,1, 1:27, BC - Bitetti Combat 7,May ,28.0,2010.0, TKO ,Punches,Mario Yamasaki
Glover Teixeir,win, Joaquim Ferreira,2, 1:30, BC - Bitetti Combat 6,Feb ,25.0,2010.0, TKO ,Corner Stoppage,Mario Yamasaki
Glover Teixeir,win, Leonardo Nascimento Lucio,1, 3:11, BC - Bitetti Combat 4,Sep ,12.0,2009.0, Technical Submission ,Guillotine Choke,John McCarthy
Glover Teixeir,win, Buckley Acosta,1, 1:00, PFC 7 - Palace Fighting Championship 7,Mar ,20.0,2008.0, TKO ,Punches,
Glover Teixeir,win, Jorge Oliveira,1,0:05,"PFC 6 -No Retreat,No Surrender",Jan ,17.0,2008.0,KO ,Punches,
Glover Teixeir,win, Rameau Thierry Sokoudjou,1, 1:41, WEC 24 - Full Force,Oct ,12.0,2006.0, KO ,Punches,Jon Schorle
Glover Teixeir,win, Jack Morrison,1, 1:27, WEC 22 - The Hitman,Jul ,28.0,2006.0, Submission ,Rear-Naked Choke,Nathan Gullian
Glover Teixeir,win, Carlton Jones,1, 1:57, WEC 20 - Cinco de Mayhem,May ,5.0,2006.0, TKO ,Punches,Jon Schorle
Glover Teixeir,loss, Ed Herman,3, 5:00, SF 9 - Respect,Mar ,26.0,2005.0, Decision ,Unanimous,
Glover Teixeir,win, Justin Ellison,1, N/A, SF 5 - Stadium,Aug ,28.0,2004.0, TKO ,Punches,
Glover Teixeir,win, Matt Horwich,3, 5:00, SF 3 - Dome,Apr ,17.0,2004.0, Decision ,Unanimous,
Glover Teixeir,loss, Eric Schwartz,2, 3:33, WEC 3 - All or Nothing,Jun ,7.0,2002.0, TKO ,Punches and Elbows,
Ilir Latifi,loss, Corey Anderson, 3, 5:00, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, Decision ,Unanimous,Marc Goddard
Ilir Latifi,win, Ovince St. Preux, 1, 3:48, UFC on Fox 28 - Emmett vs. Stephens,Feb ,24.0,2018.0, Submission ,Guillotine Choke,
Ilir Latifi,win, Tyson Pedro, 3, 5:00, UFC 215 - Nunes vs. Shevchenko 2,Sep ,9.0,2017.0, Decision ,Unanimous,Dan Miragliotta
Ilir Latifi,loss, Ryan Bader, 2, 2:06, UFC Fight Night 93 - Arlovski vs. Barnett,Sep ,3.0,2016.0, KO ,Knee,Neil Hall
Ilir Latifi,win, Gian Villante, 3, 5:00, UFC 196 - McGregor vs. Diaz,Mar ,5.0,2016.0, Decision ,Unanimous,Yves Lavigne
Ilir Latifi,win, Sean O'Connell, 1, 0:30, UFC Fight Night 81 - Dillashaw vs. Cruz,Jan ,17.0,2016.0, TKO ,Punches,Kevin MacDonald
Ilir Latifi,win, Hans Stringer, 1, 0:56, UFC Fight Night 72 - Bisping vs. Leites,Jul ,18.0,2015.0, KO ,Punches,Grant Waterman
Ilir Latifi,loss, Jan Blachowicz, 1, 1:58, UFC Fight Night 53 - Nelson vs. Story,Oct ,4.0,2014.0, TKO ,Kick to the Body and Punches,Grant Waterman
Ilir Latifi,win, Chris Dempsey, 1, 2:07, UFC Fight Night 46 - McGregor vs. Brandao,Jul ,19.0,2014.0, KO ,Punches,Leon Roberts
Ilir Latifi,win, Cyrille Diabate, 1, 3:02, UFC Fight Night 37 - Gustafsson vs. Manuwa,Mar ,8.0,2014.0, Submission ,Guillotine Choke,Leon Roberts
Ilir Latifi,loss, Gegard Mousasi, 3, 5:00, UFC on Fuel TV 9 - Mousasi vs. Latifi,Apr ,6.0,2013.0, Decision ,Unanimous,Marc Goddard
Ilir Latifi,win, Jorge Oliveira, 3, 5:00, Superior Challenge 8 - Malmo,Oct ,6.0,2012.0, Decision ,Unanimous,
Ilir Latifi,win, Tony Lopez, 3, 5:00, United Glory - 2012 Glory World Series,May ,26.0,2012.0, Decision ,Unanimous,
Ilir Latifi,win, Denis Bogdanov, 1, 0:00, United Glory 15 - 2012 Glory World Series,Mar ,23.0,2012.0, Submission ,Keylock,
Ilir Latifi,loss, Emanuel Newton, 3, 5:00, SF 17 - Horwich vs. Rosholt 2,Jul ,15.0,2011.0, Decision ,Unanimous,Jason Stafin
Ilir Latifi,win, Matteo Minonzio, 1, 4:29, SHC 2 - Battle For The Belt,Apr ,10.0,2010.0, TKO ,Head Kick,
Ilir Latifi,loss, Tatsuya Mizuno, 3, 0:15, ROTK - Rumble of the Kings 4,Nov ,20.0,2009.0, TKO ,Knee and Punches,Robert Sundel
Ilir Latifi,win, Darko Krbanjevic, 1, 1:43, ROTK - Rumble of the Kings 3,May ,22.0,2009.0, Submission ,Keylock,
Ilir Latifi,win, Luis Pinho, 1, 1:20, ROTK - Rumble of the Kings 2,Feb ,27.0,2009.0, TKO ,Submission to Punches,
Ilir Latifi,win, Roman Mihocka, 2, 1:55, Superior Challenge 2 - Resurrection,Oct ,25.0,2008.0, KO ,Punches,
Ilir Latifi,NC, Blagoy Ivanov, 1, 0:55, RPC 2 - Real Pain Challenge 2,May ,17.0,2008.0, No Contest ,Ring Broke,
Ilir Latifi,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Ilir Latifi,win, Christian Colombo, 1, N/A, Adrenaline 3 - Evolution,Sep ,6.0,2008.0, Submission ,North-South Choke,
Jan Blachowicz,loss, Thiago Santos,3, 0:39, UFC Fight Night 145 - Blachowicz vs. Santos,Feb ,23.0,2019.0, TKO ,Punches,Herb
Jan Blachowicz,win, Nikita Krylov,2, 2:41, UFC Fight Night 136 - Hunt vs. Oleynik,Sep ,15.0,2018.0, Submission ,Arm-Triangle Choke,Marc Goddard
Jan Blachowicz,win, Jimi Manuwa,3, 5:00, UFC Fight Night 127 - Werdum vs. Volkov,Mar ,17.0,2018.0, Decision ,Unanimous,Leon Roberts
Jan Blachowicz,win, Jared Cannonier,3, 5:00, UFC on Fox 26 - Lawler vs. dos Anjos,Dec ,16.0,2017.0, Decision ,Unanimous,Herb Dean
Jan Blachowicz,win, Devin Clark,2, 3:02, UFC Fight Night 118 - Cerrone vs. Till,Oct ,21.0,2017.0, Submission ,Rear-Naked Choke,Marc Goddard
Jan Blachowicz,loss, Patrick Cummins,3, 5:00, UFC 210 - Cormier vs. Johnson 2,Apr ,8.0,2017.0, Decision ,Majority,John McCarthy
Jan Blachowicz,loss, Alexander Gustafsson,3, 5:00, UFC Fight Night 93 - Arlovski vs. Barnett,Sep ,3.0,2016.0, Decision ,Unanimous,Marc Goddard
Jan Blachowicz,win, Igor Pokrajac,3, 5:00, UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr ,10.0,2016.0, Decision ,Unanimous,Leon Roberts
Jan Blachowicz,loss, Corey Anderson,3, 5:00, UFC 191 - Johnson vs. Dodson 2,Sep ,5.0,2015.0, Decision ,Unanimous,Herb Dean
Jan Blachowicz,loss, Jimi Manuwa,3, 5:00, UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,Apr ,11.0,2015.0, Decision ,Unanimous,Marc Goddard
Jan Blachowicz,win, Ilir Latifi,1, 1:58, UFC Fight Night 53 - Nelson vs. Story,Oct ,4.0,2014.0, TKO ,Kick to the Body and Punches,Grant Waterman
Jan Blachowicz,win, Goran Reljic,3, 5:00, KSW 22 - Pride Time,Mar ,16.0,2013.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Houston Alexander,3, 5:00, KSW 20 - Fighting Symphony,Sep ,15.0,2012.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Mario Miranda,3, 5:00, KSW 18 - Unfinished Sympathy,Feb ,25.0,2012.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Rameau Thierry Sokoudjou,3, 5:00, KSW 17 - Revenge,Nov ,26.0,2011.0, Decision ,Unanimous,Piotr Baginski
Jan Blachowicz,win, Toni Valtonen,2, 1:23, KSW 16 - Konfrontacja,May ,21.0,2011.0, Submission ,Rear-Naked Choke,Tomasz Bronder
Jan Blachowicz,loss, Rameau Thierry Sokoudjou,2, 5:00, KSW 15 - Konfrontacja,Mar ,19.0,2011.0, TKO ,Retirement,Tomasz Bronder
Jan Blachowicz,win, Daniel Tabera,2, 4:19, KSW 14 - Judgment Day,Sep ,18.0,2010.0, TKO ,Corner Stoppage,Tomasz Bronder
Jan Blachowicz,win, Nikolai Onikienko,2, 2:32, WAFC - World Absolute FC,Jun ,24.0,2010.0, Submission ,Rear-Naked Choke,
Jan Blachowicz,win, Wojciech Orlowski,1, 1:37, KSW 13 - Kumite,May ,7.0,2010.0, Submission ,Rear-Naked Choke,Robert Kostecki
Jan Blachowicz,win, Julio Cezar de Lima,1, 3:40, KSW 13 - Kumite,May ,7.0,2010.0, KO ,Punch,Robert Kostecki
Jan Blachowicz,win, Maro Perak,2, 1:51, KSW 10 - Dekalog,Dec ,12.0,2008.0, Submission ,Rear-Naked Choke,Robert Kostecki
Jan Blachowicz,win, Christian M'Pumbu,2, 3:12, KSW - Extra,Sep ,13.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Aziz Karaoglu,1, 4:13, KSW 9 - Konfrontacja,May ,9.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Antoni Chmielewski,2, 2:54, KSW 9 - Konfrontacja,May ,9.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Martin Zawada,2, 5:00, KSW 9 - Konfrontacja,May ,9.0,2008.0, Decision ,Unanimous,Robert Kostecki
Jan Blachowicz,loss, Andre Fyeet,1, 1:57, KSW 8 - Konfrontacja,Nov ,10.0,2007.0, Submission ,Kimura,Robert Kostecki
Jan Blachowicz,win, Daniel Dowda,1, 1:35, KSW - Elimination,Sep ,15.0,2007.0, TKO ,Punches,Robert Kostecki
Jan Blachowicz,win, Pawel Gasinski,1, 2:36, KSW - Elimination,Sep ,15.0,2007.0, TKO ,Punches,Robert Kostecki
Jan Blachowicz,win, Sebastian Olchawa,2, 5:00, KSW - Elimination,Sep ,15.0,2007.0, Decision ,Unanimous,Robert Kostecki
Jan Blachowicz,loss, Marcin Krysztofiak,2, 5:00, FCP 3 - Khalidov vs. Troeng,Feb ,25.0,2007.0, Decision ,Unanimous,
Jon Jones,win, Anthony Smith,5, 5:00, UFC 235 - Jones vs. Smith,Mar ,2.0,2019.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Alexander Gustafsson,3, 2:02, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, KO ,Punches,Mike Beltran
Jon Jones,NC, Daniel Cormier,3, 3:01, UFC 214 - Cormier vs. Jones 2,Jul ,29.0,2017.0, No Contest ,Overturned by CSAC,John McCarthy
Jon Jones,win, Ovince St. Preux,5, 5:00, UFC 197 - Jones vs. St. Preux,Apr ,23.0,2016.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Daniel Cormier,5, 5:00, UFC 182 - Jones vs. Cormier,Jan ,3.0,2015.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Glover Teixeira,5, 5:00, UFC 172 - Jones vs. Teixeira,Apr ,26.0,2014.0, Decision ,Unanimous,Dan Miragliotta
Jon Jones,win, Alexander Gustafsson,5, 5:00, UFC 165 - Jones vs. Gustafsson,Sep ,21.0,2013.0, Decision ,Unanimous,John McCarthy
Jon Jones,win, Chael Sonnen,1, 4:33, UFC 159 - Jones vs. Sonnen,Apr ,27.0,2013.0, TKO ,Elbows and Punches,Keith Peterson
Jon Jones,win, Vitor Belfort,4, 0:54, UFC 152 - Jones vs. Belfort,Sep ,22.0,2012.0, Submission ,Keylock,John McCarthy
Jon Jones,win, Rashad Evans,5, 5:00, UFC 145 - Jones vs. Evans,Apr ,21.0,2012.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Lyoto Machida,2, 4:26, UFC 140 - Jones vs. Machida,Dec ,10.0,2011.0, Technical Submission ,Guillotine Choke,John McCarthy
Jon Jones,win, Quinton Jackson,4, 1:14, UFC 135 - Jones vs. Rampage,Sep ,24.0,2011.0, Submission ,Rear-Naked Choke,Josh Rosenthal
Jon Jones,win, Mauricio Rua,3, 2:37, UFC 128 - Shogun vs. Jones,Mar ,19.0,2011.0, TKO ,Punches and Knees,Herb Dean
Jon Jones,win, Ryan Bader,2, 4:20, UFC 126 - Silva vs. Belfort,Feb ,5.0,2011.0, Submission ,Guillotine Choke,Herb Dean
Jon Jones,win, Vladimir Matyushenko,1, 1:52, UFC Live 2 - Jones vs. Matyushenko,Aug ,1.0,2010.0, TKO ,Elbows,Herb Dean
Jon Jones,win, Brandon Vera,1, 3:19, UFC Live 1 - Vera vs. Jones,Mar ,21.0,2010.0, TKO ,Elbows and Punches,Herb Dean
Jon Jones,loss, Matt Hamill,1, 4:14, UFC - The Ultimate Fighter 10 Finale,Dec ,5.0,2009.0, Disqualification ,Illegal Elbows,Steve Mazzagatti
Jon Jones,win, Jake O'Brien,2, 2:43, UFC 100 - Lesnar vs. Mir 2,Jul ,11.0,2009.0, Submission ,Guillotine Choke,Yves Lavigne
Jon Jones,win, Stephan Bonnar,3, 5:00, UFC 94 - St. Pierre vs. Penn 2,Jan ,31.0,2009.0, Decision ,Unanimous,Steve Mazzagatti
Jon Jones,win, Andre Gusmao,3, 5:00, UFC 87 - Seek and Destroy,Aug ,9.0,2008.0, Decision ,Unanimous,Daryl Guthmiller
Jon Jones,win, Moyses Gabin,2, 1:58, BCX 5 - Battle Cage Xtreme 5,Jul ,12.0,2008.0, TKO ,Punches,Kevin Mulhall
Jon Jones,win, Parker Porter,1, 0:36, WCF - World Championship Fighting 3,Jun ,20.0,2008.0, KO ,Punch,
Jon Jones,win, Ryan Verrett,1, 0:14, USFL - War in the Woods 3,May ,9.0,2008.0, TKO ,Punches,
Jon Jones,win, Anthony Pina,1, 1:15, ICE Fighter - ICE Fighter,Apr ,25.0,2008.0, Submission ,Guillotine Choke,
Jon Jones,win, Carlos    Eduardo,3, 0:24, BCX 4 - Battle Cage Xtreme 4,Apr ,19.0,2008.0, KO ,Punches,Kevin Mulhall
Jon Jones,win, Brad Bernard,1, 1:32, FFP - Untamed 20,Apr ,12.0,2008.0, TKO ,Punches,
Aleksandar Rakic,win, Jimi Manuwa,1, 0:42, UFC Fight Night 153 - Gustafsson vs. Smith,Jun ,1.0,2019.0, KO ,Head Kick,Kevin Sataki
Aleksandar Rakic,win, Devin Clark,1, 4:05, UFC 231 - Holloway vs. Ortega,Dec ,8.0,2018.0, TKO ,Punches,Brian Beauchamp
Aleksandar Rakic,win, Justin Ledet,3, 5:00, UFC Fight Night 134 - Shogun vs. Smith,Jul ,22.0,2018.0, Decision ,Unanimous,Leon Roberts
Aleksandar Rakic,win, Francimar Barroso,3, 5:00, UFC Fight Night 115 - Volkov vs. Struve,Sep ,2.0,2017.0, Decision ,Unanimous,Marc Goddard
Aleksandar Rakic,win, Sergio Souza,1, N/A, AFC - Austrian Fight Challenge 5,Mar ,4.0,2017.0, TKO ,Punches,Grant Waterman
Aleksandar Rakic,win, Martin Batur,1, 0:26, AFC - Austrian Fight Challenge 1,Jun ,20.0,2015.0, KO ,Punch,Jan Vobornik
Aleksandar Rakic,win, Marcin Prachnio,3, 3:00, FFC - Final Fight Championship 16,Dec ,6.0,2014.0, TKO ,Punches,Zlatko Klaric
Aleksandar Rakic,win, Norbert Peter,1, 4:57, HG - Heimgala 2,Sep ,13.0,2014.0, TKO ,Punches,Ceyrhan Bayrakci
Aleksandar Rakic,win, Peter Rozmaring,1, 1:32, Vendetta - Rookies 2,Jul ,6.0,2013.0, Submission ,North-South Choke,Ceyrhan Bayrakci
Aleksandar Rakic,win, Laszlo Czene,1, 0:00, WFC - Challengers 3,Jun ,3.0,2012.0, KO ,Head Kick,
Aleksandar Rakic,win, Richard Longhimo,2, 4:30, Iron Fist - Vendetta 3,Mar ,18.0,2012.0, TKO ,Punches,
Aleksandar Rakic,win, Carsten Lorenz,1, 1:42, FFA - New Talents 15,Feb ,4.0,2012.0, TKO ,Punches,Reiko Bertz
Aleksandar Rakic,loss, Christian Radke,1, 4:34, RTC - Rock the Cage 2,Oct ,15.0,2011.0, Submission ,Guillotine Choke,
Aleksandar Rakic,win, Jimi Manuwa,1, 0:42, UFC Fight Night 153 - Gustafsson vs. Smith,Jun ,1.0,2019.0, KO ,Head Kick,Kevin Sataki
Aleksandar Rakic,win, Devin Clark,1, 4:05, UFC 231 - Holloway vs. Ortega,Dec ,8.0,2018.0, TKO ,Punches,Brian Beauchamp
Aleksandar Rakic,win, Justin Ledet,3, 5:00, UFC Fight Night 134 - Shogun vs. Smith,Jul ,22.0,2018.0, Decision ,Unanimous,Leon Roberts
Aleksandar Rakic,win, Francimar Barroso,3, 5:00, UFC Fight Night 115 - Volkov vs. Struve,Sep ,2.0,2017.0, Decision ,Unanimous,Marc Goddard
Aleksandar Rakic,win, Sergio Souza,1, N/A, AFC - Austrian Fight Challenge 5,Mar ,4.0,2017.0, TKO ,Punches,Grant Waterman
Aleksandar Rakic,win, Martin Batur,1, 0:26, AFC - Austrian Fight Challenge 1,Jun ,20.0,2015.0, KO ,Punch,Jan Vobornik
Aleksandar Rakic,win, Marcin Prachnio,3, 3:00, FFC - Final Fight Championship 16,Dec ,6.0,2014.0, TKO ,Punches,Zlatko Klaric
Aleksandar Rakic,win, Norbert Peter,1, 4:57, HG - Heimgala 2,Sep ,13.0,2014.0, TKO ,Punches,Ceyrhan Bayrakci
Aleksandar Rakic,win, Peter Rozmaring,1, 1:32, Vendetta - Rookies 2,Jul ,6.0,2013.0, Submission ,North-South Choke,Ceyrhan Bayrakci
Aleksandar Rakic,win, Laszlo Czene,1, 0:00, WFC - Challengers 3,Jun ,3.0,2012.0, KO ,Head Kick,
Aleksandar Rakic,win, Richard Longhimo,2, 4:30, Iron Fist - Vendetta 3,Mar ,18.0,2012.0, TKO ,Punches,
Aleksandar Rakic,win, Carsten Lorenz,1, 1:42, FFA - New Talents 15,Feb ,4.0,2012.0, TKO ,Punches,Reiko Bertz
Aleksandar Rakic,loss, Christian Radke,1, 4:34, RTC - Rock the Cage 2,Oct ,15.0,2011.0, Submission ,Guillotine Choke,
Alexander Gustafsson,loss, Anthony Smith,4, 2:38, UFC Fight Night 153 - Gustafsson vs. Smith,Jun ,1.0,2019.0, Submission ,Rear-Naked Choke,Marc Goddard
Alexander Gustafsson,loss, Jon Jones,3, 2:02, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, KO ,Punches,Mike Beltran
Alexander Gustafsson,win, Glover Teixeira,5, 1:07, UFC Fight Night 109 - Gustafsson vs. Teixeira ,May ,28.0,2017.0, KO ,Punches,Marc Goddard
Alexander Gustafsson,win, Jan Blachowicz,3, 5:00, UFC Fight Night 93 - Arlovski vs. Barnett,Sep ,3.0,2016.0, Decision ,Unanimous,Marc Goddard
Alexander Gustafsson,loss, Daniel Cormier,5, 5:00, UFC 192 - Cormier vs. Gustafsson,Oct ,3.0,2015.0, Decision ,Split,Herb Dean
Alexander Gustafsson,loss, Anthony Johnson,1, 2:15, UFC on Fox 14 - Gustafsson vs. Johnson,Jan ,24.0,2015.0, TKO ,Punches,Marc Goddard
Alexander Gustafsson,win, Jimi Manuwa,2, 1:18, UFC Fight Night 37 - Gustafsson vs. Manuwa,Mar ,8.0,2014.0, TKO ,Knee and Punches,Marc Goddard
Alexander Gustafsson,loss, Jon Jones,5, 5:00, UFC 165 - Jones vs. Gustafsson,Sep ,21.0,2013.0, Decision ,Unanimous,John McCarthy
Alexander Gustafsson,win, Mauricio Rua,3, 5:00, UFC on Fox 5 - Henderson vs. Diaz,Dec ,8.0,2012.0, Decision ,Unanimous,Dan Miragliotta
Alexander Gustafsson,win, Thiago Silva,3, 5:00, UFC on Fuel TV 2 - Gustafsson vs. Silva,Apr ,14.0,2012.0, Decision ,Unanimous,Leon Roberts
Alexander Gustafsson,win, Vladimir Matyushenko,1, 2:13, UFC 141 - Lesnar vs. Overeem,Dec ,30.0,2011.0, TKO ,Punches,Yves Lavigne
Alexander Gustafsson,win, Matt Hamill,2, 3:41, UFC 133 - Evans vs. Ortiz 2,Aug ,6.0,2011.0, TKO ,Punches and Elbows,Dan Miragliotta
Alexander Gustafsson,win, James Te Huna,1, 4:27, UFC 127 - Penn vs. Fitch,Feb ,27.0,2011.0, Submission ,Rear-Naked Choke,Marc Goddard
Alexander Gustafsson,win, Cyrille Diabate,2, 2:41, UFC 120 - Bisping vs. Akiyama,Oct ,16.0,2010.0, Submission ,Rear-Naked Choke,Leon Roberts
Alexander Gustafsson,loss, Phil Davis,1, 4:55, UFC 112 - Invincible,Apr ,10.0,2010.0, Submission ,Anaconda Choke,Dan Miragliotta
Alexander Gustafsson,win, Jared Hamman,1, 0:41, UFC 105 - Couture vs. Vera,Nov ,14.0,2009.0, KO ,Punches,Kevin Mulhall
Alexander Gustafsson,win, Vladimir Shemarov,1, 2:37, Superior Challenge 3 - Untamed,May ,30.0,2009.0, KO ,Punches,
Alexander Gustafsson,win, Pedro Quetglas,1, 2:08, The Zone FC 3 - Shockwave,Nov ,8.0,2008.0, TKO ,Punches,
Alexander Gustafsson,win, Krzysztof Kulak,2, 5:00, KSW - Extra,Sep ,13.0,2008.0, Decision ,Unanimous,Robert Kostecki
Alexander Gustafsson,win, Matteo Minonzio,1, 3:52, The Zone FC 2 - Showdown,May ,10.0,2008.0, TKO ,Punches,
Alexander Gustafsson,win, Florian Muller,2, 3:44, FS - Fite Selektor,Mar ,13.0,2008.0, TKO ,Punches,
Alexander Gustafsson,win, Farbod Fadami,1, 2:31, The Zone FC 1 - The Zone,Feb ,9.0,2008.0, TKO ,Punches,
Alexander Gustafsson,win, Mikael Haydari,1, 0:50, FF 9 - FinnFight 9,Dec ,15.0,2007.0, TKO ,Punches,
Alexander Gustafsson,win, Saku Heikkola,2, 3:42, Shooto Finland - Chicago Collision 3,Nov ,17.0,2007.0, Submission ,Rear-Naked Choke,
Anthony Smith,win, Alexander Gustafsson,4, 2:38, UFC Fight Night 153 - Gustafsson vs. Smith,Jun ,1.0,2019.0, Submission ,Rear-Naked Choke,Marc Goddard
Anthony Smith,loss, Jon Jones,5, 5:00, UFC 235 - Jones vs. Smith,Mar ,2.0,2019.0, Decision ,Unanimous,Herb Dean
Anthony Smith,win, Volkan Oezdemir,3, 4:26, UFC Fight Night 138 - Oezdemir vs. Smith,Oct ,27.0,2018.0, Submission ,Rear-Naked Choke,Yves Lavigne
Anthony Smith,win, Mauricio Rua,1, 1:29, UFC Fight Night 134 - Shogun vs. Smith,Jul ,22.0,2018.0, KO ,Elbow,Marc Goddard
Anthony Smith,win, Rashad Evans,1, 0:53, UFC 225 - Whittaker vs. Romero 2,Jun ,9.0,2018.0, KO ,Knee,Dan Miragliotta
Anthony Smith,loss, Thiago Santos,2, 1:03, UFC Fight Night 125 - Machida vs. Anders,Feb ,3.0,2018.0, TKO ,Kick to the Body and Punches,Marc Goddard
Anthony Smith,win, Hector Lombard,3, 2:33, UFC Fight Night 116 - Rockhold vs. Branch,Sep ,16.0,2017.0, KO ,Punch,Dan Miragliotta
Anthony Smith,win, Andrew Sanchez,3, 3:52, UFC on Fox 24 - Johnson vs. Reis,Apr ,15.0,2017.0, KO ,Head Kick and Punches,Keith Peterson
Anthony Smith,win, Elvis Mutapcic,2, 3:27, UFC - The Ultimate Fighter 24 Finale,Dec ,3.0,2016.0, TKO ,Elbow and Punches,Mark Smith
Anthony Smith,loss, Cezar Ferreira,3, 5:00, UFC  - The Ultimate Fighter 23 Finale,Jul ,8.0,2016.0, Decision ,Unanimous,Chris Tognoni
Anthony Smith,win, Leonardo Guimaraes,3, 5:00, UFC Fight Night 83 - Cerrone vs. Oliveira,Feb ,21.0,2016.0, Decision ,Unanimous,Chip Snider
Anthony Smith,win, Josh Neer,1, 3:27, VFC - Victory Fighting Championship 47,Jan ,29.0,2016.0, TKO ,Punches,Brandon Pfannenstiel
Anthony Smith,win, Brock Jardine,1, 3:00, RFA 30 - Smith vs. Jardine,Sep ,18.0,2015.0, TKO ,Punches,Jim Axtell
Anthony Smith,win, Tim Williams,1, 1:02, CFFC 50 - Smith vs. Williams,Jul ,18.0,2015.0, TKO ,Knee,Keith Peterson
Anthony Smith,win, Tim Williams,2, 1:15, CFFC 46 - Williams vs. Smith,Feb ,28.0,2015.0, Submission ,Inverted Triangle Choke,James Chappell
Anthony Smith,win, Andrew Kapel,1, N/A, EB - Beatdown at 4 Bears 12,Nov ,29.0,2014.0, Submission ,Rear-Naked Choke,Bobby Wombacher
Anthony Smith,win, Brian Green,3, 5:00, Bellator MMA - Bellator 129,Oct ,17.0,2014.0, Decision ,Unanimous,Rob Hinds
Anthony Smith,win, Victor Moreno,2, 0:59, Bellator MMA - Bellator 117,Apr ,18.0,2014.0, Submission ,Triangle Choke,Bruce Allen
Anthony Smith,loss, Josh Neer,3, 3:38, VFC - Victory Fighting Championship 41,Dec ,14.0,2013.0, Submission ,Rear-Naked Choke,
Anthony Smith,loss, Antonio Braga Neto,1, 1:52, UFC on Fuel TV 10 - Nogueira vs. Werdum,Jun ,8.0,2013.0, Submission ,Kneebar,Marc Goddard
Anthony Smith,loss, Roger Gracie,2, 3:16, Strikeforce - Marquardt vs. Saffiedine,Jan ,12.0,2013.0, Submission ,Arm-Triangle Choke,John McCarthy
Anthony Smith,win, Lumumba Sayers,1, 3:52, Strikeforce - Rousey vs. Kaufman,Aug ,18.0,2012.0, Submission ,Triangle Choke,Herb Dean
Anthony Smith,win, Richard White,1, 2:35, Disorderly Conduct 9 - Fireworks,Jun ,30.0,2012.0, TKO ,Punches,
Anthony Smith,win, Ian Berg,2, 2:01, VFC - Victory Fighting Championship 37,Apr ,13.0,2012.0, Submission ,Arm-Triangle Choke,
Anthony Smith,loss, Adlan Amagov,1, 2:32, Strikeforce - Challengers 20,Nov ,18.0,2011.0, KO ,Punches,Chris Tognoni
Anthony Smith,win, Ben Lagman,2, 0:33, Strikeforce - Challengers 17,Jul ,22.0,2011.0, KO ,Punch,Josh Rosenthal
Anthony Smith,win, Curtis Johnson,1, 3:13, CFC 6 - Slugfest,Jul ,9.0,2011.0, KO ,Punches,
